conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
COMPONENT_CERTAINTY_1,sicher,,COMPONENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
COMPONENT_CERTAINTY_2,unsicher,,COMPONENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
COMPONENT_CERTAINTY_3,unbekannt,,COMPONENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
