conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
PHASE_TYPE_ASSIGNMENT_CERTAINTY_1,sicher,,PHASE TYPE ASSIGNMENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
PHASE_TYPE_ASSIGNMENT_CERTAINTY_2,unsicher,,PHASE TYPE ASSIGNMENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
PHASE_TYPE_ASSIGNMENT_CERTAINTY_3,unbekannt,,PHASE TYPE ASSIGNMENT CERTAINTY TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
