conceptid,Value,Valuetype,Provider
TYPE_1,1,sortorder,i3mainz
TYPE_2,2,sortorder,i3mainz
TYPE_3,3,sortorder,i3mainz
TYPE_4,4,sortorder,i3mainz
TYPE_5,7,sortorder,i3mainz
TYPE_6,6,sortorder,i3mainz
TYPE_7,7,sortorder,i3mainz
TYPE_8,8,sortorder,i3mainz
TYPE_9,9,sortorder,i3mainz
TYPE_10,10,sortorder,i3mainz
TYPE_11,11,sortorder,i3mainz
TYPE_12,12,sortorder,i3mainz
TYPE_513,13,sortorder,i3mainz
