conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider
NAME_TYPE_1,Primaerer Name,,NAME TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
NAME_TYPE_2,Alternativer Name,,NAME TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
NAME_TYPE_3,Urspruenglicher Name,,NAME TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
