conceptid,Value,ValueType,Provider 
CONDITION_1,1,sortorder,i3mainz
CONDITION_2,2,sortorder,i3mainz
CONDITION_3,3,sortorder,i3mainz
CONDITION_4,4,sortorder,i3mainz
