conceptid,PrefLabel,AltLabels,ParentConceptid,ConceptType,Provider 
COMPONENT_MEASUREMENT_TYPE_1,Anzahl (numerisch),,COMPONENT MEASUREMENT TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
COMPONENT_MEASUREMENT_TYPE_2,Anzahl (beschreibend),,COMPONENT MEASUREMENT TYPE AUTHORITY DOCUMENT.csv,Index,i3mainz
